Detentor do registro,cnpj,Produto,Registro,Processo,Data Atualização Bulário,Inclusão na Plataforma,idBulaPacienteProtegido,idBulaProfissionalProtegido
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,43640754000119,CLORIDRATO DE AMITRIPTILINA,110390181,25351175846201491,22/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQwMjkwNiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.Vp-wn9vxzhQ4joNGtfM8GTuyeaQd3cBtcdSVo9mvYA7XLkgDtqCQ4IRW8jCaDcgaNqqesf4TiBidKcW1556XzA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQwMjg5NyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.cM-dLwfaZoizU-QL1_P86XPXSp8gQbSQdTfvMfLkUwQb4dGei3ndtmGnyjVQ9YKbdrJp4MZOxqmT80Oah2DgBA
PRATI DONADUZZI & CIA LTDA,73856593000166,PIROXICAM,125680155,25351427951200596,18/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM5MjYyNSIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.lBF2via00M6L6g0LeDZyU59uNhhonxbVRIlvn3GuESefM2utuA0umehCJ7aL2MP_fz-vPbVZw1qbWMeBc653xA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM5MjYyOSIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.2dpuADAZOsC9H-Z2SyubOrAnxHr64vIdpDdKi1xr4BTMhVpDF6pKeUSq0qgM5w0mWKl3Se5gJ40zzwlM5a38qw
BIOLAB SANUS FARMACÊUTICA LTDA,49475833000106,ZELMAC,109740242,25351348564201725,14/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM4NTMwOCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.LwgR-TdV-l-LaDW1TIWY0_YDw52o3OKXNzCiCIgx6VFREh9SuARk4nSmUD5eEXvtx8-qds9UJwZGKYEt79X9hw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM4NTMxMiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.JJm6iorXTltouQosVzIK7d4gHKzO_PvvbyAPgiTCSNyvUE74ORwBjZ3VD98vTfYizWJnyqGtIMehRyiYssoXEQ
GADOR DO BRASIL - COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,11291720000170,OXALIMEIZ,186060001,25351339388201763,13/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM4MTM1NiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.NKOaxtpfSFLJkDvuKzxG-dyAZYf0YxQvriKMZF_U60qQVCrt24LIQvLS3x4YA5J8gLjIwb-ik_QfYuiYDY1sgA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM4MTMzMSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.gbD17yRxVvjkJtrgVWcdUWrtU8MSYnT4xMTbKoQe9Ae9KpnwcWqBMumzaaw1zk2HoxJTIEFWHAO-o1ItIZf-wg
GADOR DO BRASIL - COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,11291720000170,PACLIMEIZ,186060002,25351339386201711,13/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM4MTUzOCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.LO5yUcG0CnyEZSUpLVOETsVft3BXATq4-Y4PwB8F2izDSXJWvsmanbDFttIzxafWJVhTLTLobzRbj83gMY8P2w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM4MTU0MiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.Su4cEu-voJDYyXVyzVkSnpAH0RDaLVclJte1eSGqiNs3FStb228xX-Hv3zvwHgy_8Huv2nEd_lapdSSBlDijMg
MABRA FARMACEUTICA LTDA,09545589000188,ACETATO DE CIPROTERONA+ETINILESTRADIOL,177940029,25351056403201375,12/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM3NzY1OSIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.YQXmguooakcWKd_xVjsMhi4a9zN3gZghj6e7m1RP68_WD3MrnRxsf9M5nyNSxfa5Aw3HiO0rGaol9UfEfCT4pg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM3NzUxMiIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.ticf86WBVM4MNMJ6jXKSo2f6h8Md_9X0sOcQhHb-CWx3c-qwwjAMAvEEpgRwQRBb-vWi0HN3ZNtD1HCf2ZUieg
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,VALYANNE,154230196,25351782412201181,12/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM3NTgxOSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.iadMwacZJbvDt7-rcnOSKsNNFmiuGX3zdgYkQbFVNmYMNJ7xC2CwluvOOgg6tFZZUFLZz_J1MN2_GNSgceEung,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM3NTc4NCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.StP9yJ-MuDXvkcrVOQ6T5Iy29U9SvYC2ZABsrxgfV3HrCAzYLExAO8Gx2uQ9ui6f9LNe2x71OxSQlzl48CsmNQ
Althaia S.A Indústria Farmacêutica,48344725000719,YANG 30,135170001,25351686240201018,05/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM2OTk4MCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.QZmq4-VXJF1fSUQxirXuLPG2vGCm7SoGNBcBqV-VhHoWoL2jA9UY-ujuiT9_TKxubyhq98Vdj3G6nvqaW3mSvA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM2OTk4MSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.Zqa8ygMf_4XPoGVJout6lfCLhYv1_mbLTE30EeVzwHuuRMUUCEE6HbEWWu8BZLt55VwnAX_kWlQfENxOZ7M9wg
FARMOQUÍMICA S/A,33349473000158,CICATRENE,103900164,25351099912200411,01/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM2NjMxNSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.ZVNw1a9cZIHaeKiFqQjbjQnpk5mNby-8n9F377fcxDbYNzdnXRL5NfKaJKKwwu__vKnmCCI34GAF6zTqStrbow,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM2NjMyMSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.AZnZhSSis7a0S_UrL_895WvJKfeHMqDIl6Fgy6v8pfrLifQKrTd4TtAWyxnhETYsULFp2-BClN16mvgXAw6_Kg
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,CALAMYN,155840134,25351564046201164,30/11/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM2MzUzNCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.LCpqUZWHA-Ht7RIT5LCZtVLYARV0ayg3kz0fFKPHf3rarlynGl1dEZhWJ0itv5Iq3O3-UHfJC_KUajoD8RDEzA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM2MzUzNSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.dOXWEhSF5Rwfw-bBI626iqwOPpKaOq8rp8RHrKVN84AdJazU5LEa0YJOMMcJrS9awyYCWRjzjiHIGFScCi9HhQ
INDÚSTRIA QUÍMICA DO ESTADO DE GOIÁS S/A - IQUEGO,01541283000141,IQUEGO-AMOXICILINA,108840370,250000253659891,22/11/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM0NDc3MyIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.MQHd9V2K-zVh4xBpFDGSfZMoJYiaueAadGeDEaxX4KRLVD2hO4_oaoTQb-esFZPEAfAkzUCGUfWPP1sya8Fjpg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDM0NDc3NCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.0M2-utJ798t8WVUHPc7CbxNNtAZ8SZKdRs_4dDo1y6Ujw4F94n2vDpLE05gFDcaCQ6bsYlE1fgWtqGowDdwdgw
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,NEOPANTOL,155840080,25351561387201192,31/10/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDMyMTU1MSIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.E05VuXPZJ6agLdjeBu1DaxqzNcG_3uXwBQDDKq4lbYAA8L-dFSmAmMQpMBDg27DKuAwpw8VSm6W8WumSj_Stdw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDMyMTU1MiIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.Hw4cS9qc-pXbnj_61EdRhbIQQmXiuYWcksdJS55QcyCzEqOGxUAjF0FDTSEBmo3L2_AzzjEV62tcTIO3vRvH3A
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,NITRATO DE ISOCONAZOL,102980292,253510353460124,30/10/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDMxOTc1OCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.ROoxdetUzTspSsKCksW_Tcxc6Ohs6Dkr7bjIU-arCoKnvOpI5VLeZO1kfkNqN47hIGDJrK4zrBoPnOnx3vJwOg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDMxOTc2MiIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.-M5i-CoHowIZaZ9pA2D8rZfI0MPY4Ij2vQVC76sIvUeisNDEZgmyEJbQ4NNA4bcq1huZiFJO_xG5RmB-SubojA
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,92265552000905,FLOXAMOX,118190095,25351233914200971,11/10/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDI4OTk2NyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.jH3f3984qv38wyiMmfRimjS1rltO4v-0b2tkJu8xYkl6Hv0MNspjC9nMqS_EzbHFEAvkQTtZhqyMdrQyV9kjRg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDI4OTk2OCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.srGNa82Bae8u2FG_UTxRmxHKmQBfNe44Ib-yzvI2qrwhhM_bk_-ALKXHxUeZDcQesUrlWJbnkb3nrws2fa85lg
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,92265552000905,norfloxacino,118190068,25351075425200706,11/10/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDI4OTk1MCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.8QAeQs9rsiylKpVw37njsDzKYKaDz-TlmLh6dUllYrqPAyhyAFptrNMlL3xGsZrNIsAcXfTZ6PjbA6AlM6C1jA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDI4OTk1MSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.Y05HQPrKlJ2vcm7wkKR2qi9cEXCTvcji8vEze5k55-ylJSdEw8GihMQZRKVnfr6IPT-hpS_qgCeKWIqeDREfaQ
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,CLIOQDERM,154230256,25351517656201683,28/09/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDEzMDYxOCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.Ew7f1ld_s7GGQWrzegIUWkw5ALYVMHQDsmVLlhuxEwr61INdiMOE6aKvtducSERfRPuU0N1tLNY5HWghA1WkTw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDEzMDY0MCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.M6fPFlOuh4VeIk0hEhBWxLYzHEwq-As9QM70q7y6PRwEQmkcKpf07UxqNmas9_cItGv0rEomxdkDbV6rOrgqnw
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,30222814000131,CAPTOPRIL,103920161,25351042340200318,26/09/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDA0NzU5NyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.F7KdwUyd9wP2uAHiTF66jwweeZ84nuI-DfbFyYZGqWlsb40A3U_RTAyZSYOSLFgGdp1d1laoo6PIVALoIzmvOA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDA0NzYwNyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.q2FUpX3KVUNJtJsPO3xbAVJgIPSP_ARDO3SV9yBF5HFXH45oNyKVF0vKidMdRGs_aMSbT59hD9Ki_Sb1RvcVsQ
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,43640754000119,citrato de sildenafila,110390212,25351672642201460,23/09/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5OTcwMDc2IiwibmJmIjoxNzQ4ODYzMjc3LCJleHAiOjE3NDg4NjM1Nzd9.M5Sm5DgMDrsvIN10CwIGQRR9z7C3b8e0CZ3OaCtQ6sp8xvEHIsBLghyS5iFAwFBuL4SdRszeZqLZm4o-uZEAnA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5OTcwMDg5IiwibmJmIjoxNzQ4ODYzMjc3LCJleHAiOjE3NDg4NjM1Nzd9.q9ldRjz2SGwFoGgGQgLZBqlJLmWC8W4eOVzVwUtx6dw73buMJQIygZSOoh-Fnhc_La7x3PGX9PZ8yPhx0Xq9Jg
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,ranitidina,104971411,25351427960201711,23/09/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5OTcwMDI1IiwibmJmIjoxNzQ4ODYzMjkwLCJleHAiOjE3NDg4NjM1OTB9.d95DlwQqcZ5jLZ5Z-EN8WI_Ze3VZHrXuSZPGxahp6UVLcZK-jau9kNYfvJfrNkMs1tMEo1gmMN8gHhp7cAZ9lQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5OTcwMDMxIiwibmJmIjoxNzQ4ODYzMjkwLCJleHAiOjE3NDg4NjM1OTB9.MrExhYkv3slgPzsILVWZJj3PstdV4-yA86NfZ16olyIM2P5FWqn2bNftidta19Yf7Cbo_If24W6JcI_bp_5cQw
EUROFARMA LABORATÓRIOS S.A.,61190096000192,ZYDENA,100431212,25351118089201716,31/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5NDU2NDcwIiwibmJmIjoxNzQ4ODYzMjkzLCJleHAiOjE3NDg4NjM1OTN9.9xcicdlgdISq1CAEpRlR7ZofOFI5gzn5qXmlAzU0jjrIVy4rINPXhi2KE902eFCOgZsRFc9wHuRMRxbou8_51g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5NDU2NDc1IiwibmJmIjoxNzQ4ODYzMjkzLCJleHAiOjE3NDg4NjM1OTN9.5mXL2663ZFbIZfjLJGSbvYagZX0DEFWCUUup6n3l-_W44NM39EyFXHFnURTHZA-Dtd3oyK1y2QAPme9y0mcHMA
FUNDAÇÃO EZEQUIEL DIAS - FUNED,17503475000101,FUNED PARACETAMOL,112090094,250000281239788,29/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5NDAzODAyIiwibmJmIjoxNzQ4ODYzMjgxLCJleHAiOjE3NDg4NjM1ODF9.uULgoy85Vu7FRjFM4_QI2Lk0Ia-KQU5KB5Ack7pIKltS_ONK6klWY8D_3r6BcWrYnFp61g1dlTxiwwbFFAG95A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5NDAzODIzIiwibmJmIjoxNzQ4ODYzMjgxLCJleHAiOjE3NDg4NjM1ODF9.Ye8UoP7gysuJvwdFt6sFbEJ0jhbx0VexjZc5vKH6IX29hMV8YFBfjR8omDZ_XEQW_nZACYNEeqZGeCxbach9aA
BLAU FARMACÊUTICA S.A.,58430828000160,MAGNOSTON,116370089,25351325160201346,23/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5MjcwNzA2IiwibmJmIjoxNzQ4ODYzMjg3LCJleHAiOjE3NDg4NjM1ODd9.ypglCjbx1cczBYv4Ztv1qbI5DF2PRDZXjeK46-2_KEftijsHLzHHXu2--2j9bBRE06ntrMVFIrU0rigxYcnS6g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5MjcwNzQwIiwibmJmIjoxNzQ4ODYzMjg3LCJleHAiOjE3NDg4NjM1ODd9.sz5scz3qNaLIP9vTiQgcVfOiEZeZtSnhEWVgyKlqBd9sZ0vT_dvx_jETN2MtIL0jQI2AcEKd9Qa40WcBWGlyhw
EMS SIGMA PHARMA LTDA,00923140000131,CINCORDIL,135690034,25351196276200203,15/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5MDcwMDU2IiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.XCfJH8EXZDfZEurpJWaBmxw_Z51zwf67zcImN8MGIMibRez9qVwsKt8c_r6HWcl_3xQcmexY05FqJDj8bETkCw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5MDcwMDY1IiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.NyTLKQl0IXd7y7mML3r9YjxdZS1phTNBgbkrvCN3UHOdrVts9Z7GXOj5qbg273YzrKixxcPX-2BFuGZ4APurkw
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,04301884000175,cefalexina,151670020,25351154454200563,14/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5MDQxMzgxIiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.DvQ9xWOyDEJd1--9KAzthSU1fSnrs3lL3QkKV4YOroFGJ_Bs9SHdu-o1ELbc9BC4YjDe589OyRsBPQfsn494Hw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI5MDQxMzg2IiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.Gn2LjlYcJd9fbwzw7yhyj2b_TGj6HDuQ4CTM5kj_BixwSN8DXP8_DuyDbOijne9z3Uwl6BpQDWgLkT9smz1H_A
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,43640754000119,cloridrato de clomipramina,110390187,25351371083201473,08/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4OTE0Mzg2IiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.eyvvhRf3HZP8GpYohQ3RaE58hJRtRXj994Fx-jKV9F3y8fNujeey3EB8RKFuKKuPbgsNyOuj_zpwZgOTkUuL9w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4OTE0Mzg4IiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.sqx7XjjHZ19H1s2-VRhboQuj0WaRM_ZxgaRkeZ6sWOCSoQA3rSMl-kvy37tcd3sBs5aAl7kUzYIq1V2_IbCJCQ
GLENMARK FARMACÊUTICA LTDA,44363661000157,SACIETTE,110130253,25351450670200537,04/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4ODEyMTUzIiwibmJmIjoxNzQ4ODYzMjkzLCJleHAiOjE3NDg4NjM1OTN9.wXQ6YAu1yUZn76eWCwlPtjdBFGF3C_iiGcBZZ4xGVfNBtiW-g4V_Soopu_PgFU6rndom48NbU075x5_-0vKMkw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4ODEyMTU5IiwibmJmIjoxNzQ4ODYzMjkzLCJleHAiOjE3NDg4NjM1OTN9.Nz5lukws6tDeTEAjEKhuCTFG8RLuf17Ky6hESRcmsHjEeOxLEtKhm9DFSsODr8eGkuuXOPIrrQqLEjjp_XSzQw
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,43640754000119,sinvastatina,110390194,25351410335201497,04/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4ODE0ODg2IiwibmJmIjoxNzQ4ODYzMjk1LCJleHAiOjE3NDg4NjM1OTV9.WeoSq2v6MwONXUUj3NjbRgW5x7EYA6Y3kABQaa5gzKU9Kns8aM-H7JH72ThihbCm0gkI80nL4ko2W5aIHZ9MTg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4ODE0ODg4IiwibmJmIjoxNzQ4ODYzMjk1LCJleHAiOjE3NDg4NjM1OTV9.XABI6m_tz1z4ixsfqXFY2LR3iv9Pd7n9zd2L-EtHlg7_8i-WoUFCz5hL-u3gssK85yb5rHOA-LTE6dVAMSx4Qg
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,43640754000119,GLIBENCLAMIDA,110390199,25351564467201438,01/08/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4NzQ4NTg0IiwibmJmIjoxNzQ4ODYzMjg0LCJleHAiOjE3NDg4NjM1ODR9.NLhPwcpMyeMShNSj6DlC5kyx-YGMfREGnjbbeeAfaBNvqjRAiLKzmA-v6yyq465z6p2feD6kxO-1gpWnpyTgOQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4NzQ4NTg1IiwibmJmIjoxNzQ4ODYzMjg0LCJleHAiOjE3NDg4NjM1ODR9.s-kwMxWhVVimwJH08NBgNATmAqXQaoHDwUUnP12OckhQacn8KiXnenrFhbAVVYGdY4imQ2UDuoiCnJsIA43XRQ
BLAU FARMACÊUTICA S.A.,58430828000160,cloridrato de dobutamina,116370139,25351467662201682,28/07/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4NjYyNzUxIiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.ZXJkI3GF4EhlQtVwY1_xMccFe_SD7D1vgLQy8NwjqXjDNBIqXTsymMPJ0UOBgIWup6L7VS3Nyam1DQu3cV0Sxw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4NjYyNzYzIiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.XfIceRK58bpnfSw-1Eu-Wxxt2-8DUS1EgG_fPRJ8fVsfRK9ZWeyBNH_szPL73nfXa2WarcxRGil0kjvyq3ZdIg
PRATI DONADUZZI & CIA LTDA,73856593000166,itraconazol,125680170,25351102377200728,11/07/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4MjI3NzUzIiwibmJmIjoxNzQ4ODYzMjg0LCJleHAiOjE3NDg4NjM1ODR9.FsAgnT-AyMOdCO8KnVNMVQRsmwlSjkQzOniLR9I5WyFda8s_dxsQIVndAlqaVH2bcIcGsvnnFO71QvW150n91Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4MjI3NzU0IiwibmJmIjoxNzQ4ODYzMjg0LCJleHAiOjE3NDg4NjM1ODR9.4V91zWtMvzOiRoYH2qZ2CpB6VQgV6N2dVPpbGXZXL-YTda-D370RHWLyCfoZKDdr1__8QzGLlX1sb91jcpwPyw
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,43640754000119,GABAPENTINA,110390201,25351531247201428,06/07/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4MDg1ODg3IiwibmJmIjoxNzQ4ODYzMjgxLCJleHAiOjE3NDg4NjM1ODF9.Zv5F0jNmUIyohsjt8vyl_UtRANkJ7gxJG_dr5W5E8mVax2i9yjgV5AeRzVwY6b5iFy51LmhWZFbReiCmV9hyZQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4MDg1ODk2IiwibmJmIjoxNzQ4ODYzMjgxLCJleHAiOjE3NDg4NjM1ODF9.xGhEAIPGUO13c2i1PIzULf0doNmptT4-_O2zYzdQVP6DOcaX072FHlfyAeumGYgWE5iddO_b6jx0z6lXe_Du6g
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,HIPODERME,103700083,250000011519036,06/07/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4MDg5MjI5IiwibmJmIjoxNzQ4ODYzMjg0LCJleHAiOjE3NDg4NjM1ODR9.tNXm5AXneeNnKcP3AbZrvPZ14zi-KvH_0D59qOsx_7VKabIpiEFjJnv_-uK8g-STWdX3gp0HjKFfT5RlrnkeDg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI4MDg5MjMwIiwibmJmIjoxNzQ4ODYzMjg0LCJleHAiOjE3NDg4NjM1ODR9.WENT5rtIk4H9MP8yVAw6tqAVYJQW90-1yt7vdzzQ9FYtK2nc3ylSsJoNmGUrdfUe6oaBxmdTL1rzIBV3ZzIpHg
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,04301884000175,CEFADROXILA,151670026,25351212604200641,22/06/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI3NzExMzQ1IiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.KJBzuItg8Ha0QzcZcMx0F6jWM_zAs0T4qoRrnZUztuzjpmpuDNfHFqvCYfZfLrtU8gnKX7B0bctpJZN_Agkuog,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiI3NzExMzQ2IiwibmJmIjoxNzQ4ODYzMjczLCJleHAiOjE3NDg4NjM1NzN9.KM5xCMKvnDk1qwVfAEZNYZ64Vtx1QRUJBZBSJKsx7U-F6FDOa682Ex4rbkiFbmNvJckZPiY6f3B0VpJWYb7-cg
